DDI-DrugBank.d481.s0|82-86|EMCYT|brand
DDI-DrugBank.d154.s2|162-167|Nalfon|brand
DDI-DrugBank.d154.s2|193-198|Nalfon|brand
DDI-DrugBank.d154.s2|204-214|salicylates|group
DDI-DrugBank.d154.s3|26-38|phenobarbital|drug
DDI-DrugBank.d154.s3|126-135|fenoprofen|drug
DDI-DrugBank.d154.s4|5-17|phenobarbital|drug
DDI-DrugBank.d154.s4|81-86|Nalfon|brand
DDI-DrugBank.d154.s5|33-42|fenoprofen|drug
DDI-DrugBank.d154.s6|15-24|fenoprofen|drug
DDI-DrugBank.d154.s7|19-28|hydantoins|group
DDI-DrugBank.d154.s7|31-42|sulfonamides|group
DDI-DrugBank.d154.s7|48-60|sulfonylureas|group
DDI-DrugBank.d154.s8|36-49|anticoagulants|group
DDI-DrugBank.d154.s8|68-73|Nalfon|brand
DDI-DrugBank.d154.s8|92-98|prolong|brand
DDI-DrugBank.d154.s8|104-114|prothrombin|drug
DDI-DrugBank.d154.s10|22-27|Nalfon|brand
DDI-DrugBank.d154.s10|69-77|diuretics|group
DDI-DrugBank.d154.s11|22-27|Nalfon|brand
DDI-DrugBank.d727.s0|0-9|Zidovudine|drug
DDI-DrugBank.d727.s0|71-79|stavudine|drug
DDI-DrugBank.d727.s1|18-27|zidovudine|drug
DDI-DrugBank.d727.s1|49-53|ZERIT|brand
DDI-DrugBank.d727.s2|51-59|stavudine|drug
DDI-DrugBank.d727.s2|109-119|doxorubicin|drug
DDI-DrugBank.d727.s2|125-133|ribavirin|drug
DDI-DrugBank.d727.s4|30-38|stavudine|drug
DDI-DrugBank.d551.s0|0-6|WelChol|brand
DDI-DrugBank.d551.s1|0-6|WelChol|brand
DDI-DrugBank.d551.s1|75-81|digoxin|drug
DDI-DrugBank.d551.s1|84-93|lovastatin|drug
DDI-DrugBank.d551.s1|96-105|metoprolol|drug
DDI-DrugBank.d551.s1|108-116|quinidine|drug
DDI-DrugBank.d551.s1|119-126|valproic|brand
DDI-DrugBank.d551.s1|138-145|warfarin|drug
DDI-DrugBank.d551.s2|0-6|WelChol|brand
DDI-DrugBank.d551.s2|32-34|AUC|brand
DDI-DrugBank.d551.s2|57-65|verapamil|drug
DDI-DrugBank.d551.s2|68-72|Calan|brand
DDI-DrugBank.d551.s2|74-75|SR|brand
DDI-DrugBank.d551.s3|22-27|degree|brand
DDI-DrugBank.d551.s3|70-78|verapamil|drug
DDI-DrugBank.d551.s4|41-47|WelChol|brand
DDI-DrugBank.d551.s4|55-66|atorvastatin|drug
DDI-DrugBank.d551.s4|69-78|lovastatin|drug
DDI-DrugBank.d551.s4|84-94|simvastatin|drug
DDI-DrugBank.d551.s6|56-60|blood|group
DDI-DrugBank.d474.s0|59-68|hemorrhage|group
DDI-DrugBank.d474.s0|116-122|Lovenox|brand
DDI-DrugBank.d474.s1|42-55|anticoagulants|group
DDI-DrugBank.d474.s1|142-150|ketorolac|drug
DDI-DrugBank.d474.s1|152-163|tromethamine|drug
DDI-DrugBank.d474.s1|167-178|dipyridamole|drug
DDI-DrugBank.d474.s1|184-197|sulfinpyrazone|drug
DDI-MedLine.d106.s0|25-32|warfarin|drug
DDI-MedLine.d106.s1|75-87|phenobarbital|drug
DDI-MedLine.d106.s1|90-101|secobarbital|drug
DDI-MedLine.d106.s1|104-115|glutethimide|drug
DDI-MedLine.d106.s1|118-124|chloral|drug
DDI-MedLine.d106.s1|138-149|methaqualone|drug
DDI-MedLine.d106.s1|209-216|coumarin|drug
DDI-MedLine.d106.s2|60-67|warfarin|drug
DDI-MedLine.d106.s2|123-129|control|brand
DDI-MedLine.d106.s3|0-10|Prothrombin|drug
DDI-MedLine.d106.s4|67-79|phenobarbital|drug
DDI-MedLine.d106.s4|82-93|secobarbital|drug
DDI-MedLine.d106.s4|99-110|glutethimide|drug
DDI-MedLine.d106.s5|35-45|prothrombin|drug
DDI-MedLine.d106.s5|81-87|chloral|drug
DDI-MedLine.d106.s5|101-112|methaqualone|drug
DDI-MedLine.d106.s6|0-11|Barbiturates|group
DDI-MedLine.d106.s6|17-28|glutethimide|drug
DDI-MedLine.d106.s6|79-86|coumarin|drug
DDI-MedLine.d106.s8|0-6|Chloral|drug
DDI-MedLine.d106.s8|20-31|methaqualone|drug
DDI-MedLine.d106.s9|21-27|chloral|drug
DDI-MedLine.d106.s9|41-52|methaqualone|drug
DDI-MedLine.d106.s9|111-121|prothrombin|drug
DDI-DrugBank.d368.s0|0-5|DIAMOX|brand
DDI-DrugBank.d368.s0|16-24|phenytoin|drug
DDI-DrugBank.d368.s0|52-56|serum|group
DDI-DrugBank.d368.s0|68-76|phenytoin|drug
DDI-DrugBank.d368.s1|95-103|phenytoin|drug
DDI-DrugBank.d368.s3|49-57|primidone|drug
DDI-DrugBank.d368.s3|60-65|DIAMOX|brand
DDI-DrugBank.d368.s3|80-84|serum|group
DDI-DrugBank.d368.s3|104-112|primidone|drug
DDI-DrugBank.d368.s4|74-79|DIAMOX|brand
DDI-DrugBank.d368.s4|103-111|primidone|drug
DDI-DrugBank.d368.s6|0-12|Acetazolamide|drug
DDI-DrugBank.d368.s7|0-12|Acetazolamide|drug
DDI-DrugBank.d368.s7|39-43|blood|group
DDI-DrugBank.d368.s7|45-51|glucose|group
DDI-DrugBank.d368.s9|0-12|Acetazolamide|drug
DDI-DrugBank.d368.s9|45-55|amphetamine|drug
DDI-DrugBank.d368.s10|0-12|Acetazolamide|drug
DDI-DrugBank.d368.s10|43-51|quinidine|drug
DDI-DrugBank.d368.s11|0-12|Acetazolamide|drug
DDI-DrugBank.d368.s11|18-24|prevent|brand
DDI-DrugBank.d368.s11|38-47|antiseptic|brand
DDI-DrugBank.d368.s11|59-69|methenamine|drug
DDI-DrugBank.d368.s12|0-12|Acetazolamide|drug
DDI-DrugBank.d368.s12|24-30|lithium|brand
DDI-DrugBank.d368.s12|50-56|lithium|brand
DDI-DrugBank.d368.s13|0-12|Acetazolamide|drug
DDI-DrugBank.d368.s13|18-23|sodium|group
DDI-DrugBank.d368.s14|0-12|Acetazolamide|drug
DDI-DrugBank.d368.s14|26-37|cyclosporine|drug
DDI-MedLine.d209.s0|0-8|Tamoxifen|drug
DDI-MedLine.d209.s0|14-16|CYP|brand
DDI-MedLine.d209.s0|18-20|2D6|brand
DDI-MedLine.d209.s1|0-8|Tamoxifen|drug
DDI-MedLine.d209.s2|76-79|P450|drug
DDI-MedLine.d209.s2|135-137|CYP|brand
DDI-MedLine.d209.s2|139-141|2D6|brand
DDI-MedLine.d209.s3|21-29|tamoxifen|drug
DDI-MedLine.d209.s3|46-48|CYP|brand
DDI-MedLine.d209.s3|50-52|2D6|brand
DDI-MedLine.d209.s4|10-18|serotonin|drug
DDI-MedLine.d209.s4|40-43|SSRI|brand
DDI-MedLine.d209.s4|80-82|CYP|brand
DDI-MedLine.d209.s4|84-86|2D6|brand
DDI-MedLine.d209.s5|0-9|Paroxetine|drug
DDI-MedLine.d209.s5|15-24|fluoxetine|drug
DDI-MedLine.d209.s6|92-95|SSRI|brand
DDI-MedLine.d209.s8|27-29|CYP|brand
DDI-MedLine.d209.s8|31-33|2D6|brand
DDI-MedLine.d209.s9|44-46|CYP|brand
DDI-MedLine.d209.s9|48-50|2D6|brand
DDI-MedLine.d209.s9|85-93|tamoxifen|drug
DDI-MedLine.d209.s9|125-128|SSRI|brand
DDI-MedLine.d209.s9|154-163|paroxetine|drug
DDI-MedLine.d209.s9|169-178|fluoxetine|drug
DDI-MedLine.d209.s10|110-115|impact|drug
DDI-MedLine.d209.s11|95-103|tamoxifen|drug
DDI-MedLine.d209.s11|110-120|anastrozole|drug
DDI-MedLine.d200.s4|16-20|blood|group
DDI-MedLine.d200.s4|32-33|BP|brand
DDI-MedLine.d200.s4|78-84|UA767PC|brand
DDI-MedLine.d200.s5|11-12|BP|brand
DDI-MedLine.d200.s7|30-31|BP|brand
DDI-MedLine.d200.s8|141-142|BP|brand
DDI-MedLine.d200.s8|175-176|BP|brand
DDI-MedLine.d200.s10|150-151|BP|brand
DDI-DrugBank.d358.s0|6-11|PLETAL|brand
DDI-DrugBank.d358.s0|54-58|P-450|brand
DDI-DrugBank.d358.s0|105-110|PLETAL|brand
DDI-DrugBank.d358.s0|149-153|C.P.A|brand
DDI-DrugBank.d358.s0|164-175|ketoconazole|drug
DDI-DrugBank.d358.s0|181-192|erythromycin|drug
DDI-DrugBank.d358.s0|211-217|CYP2C19|brand
DDI-DrugBank.d358.s0|227-236|omeprazole|drug
DDI-DrugBank.d358.s1|47-56|omeprazole|drug
DDI-DrugBank.d358.s1|62-73|erythromycin|drug
DDI-DrugBank.d358.s1|124-133|cilostazol|drug
DDI-DrugBank.d358.s1|146-150|major|brand
DDI-DrugBank.d358.s2|67-76|cilostazol|drug
DDI-DrugBank.d358.s2|119-127|diltiazem|drug
DDI-DrugBank.d358.s2|146-150|C.P.A|brand
DDI-DrugBank.d358.s3|0-5|Pletal|brand
DDI-DrugBank.d358.s3|52-56|blood|group
DDI-DrugBank.d358.s3|89-94|CYP3A4|brand
DDI-DrugBank.d358.s3|120-129|lovastatin|drug
DDI-DrugBank.d358.s3|173-177|C.P.A|brand
DDI-DrugBank.d572.s0|0-13|Cholestyramine|drug
DDI-DrugBank.d572.s0|28-41|cholestyramine|drug
DDI-DrugBank.d572.s0|77-79|AUC|brand
DDI-DrugBank.d572.s0|90-98|ezetimibe|drug
DDI-DrugBank.d572.s1|16-20|LDL-C|brand
DDI-DrugBank.d572.s1|46-54|ezetimibe|drug
DDI-DrugBank.d572.s1|59-72|cholestyramine|drug
DDI-DrugBank.d572.s2|42-50|ezetimibe|drug
DDI-DrugBank.d572.s3|22-32|cholesterol|drug
DDI-DrugBank.d572.s4|32-40|ezetimibe|drug
DDI-DrugBank.d572.s4|52-62|cholesterol|drug
DDI-DrugBank.d572.s5|21-25|ZETIA|brand
DDI-DrugBank.d572.s6|0-10|Fenofibrate|drug
DDI-DrugBank.d572.s6|53-63|fenofibrate|drug
DDI-DrugBank.d572.s6|96-104|ezetimibe|drug
DDI-DrugBank.d572.s7|0-10|Gemfibrozil|drug
DDI-DrugBank.d572.s7|53-63|gemfibrozil|drug
DDI-DrugBank.d572.s7|96-104|ezetimibe|drug
DDI-DrugBank.d572.s8|100-108|ezetimibe|drug
DDI-DrugBank.d572.s8|135-146|atorvastatin|drug
DDI-DrugBank.d572.s8|149-159|simvastatin|drug
DDI-DrugBank.d572.s8|162-172|pravastatin|drug
DDI-DrugBank.d572.s8|175-184|lovastatin|drug
DDI-DrugBank.d572.s8|190-200|fluvastatin|drug
DDI-DrugBank.d572.s9|0-11|Cyclosporine|drug
DDI-DrugBank.d572.s9|24-32|ezetimibe|drug
DDI-DrugBank.d572.s9|132-143|cyclosporine|drug
DDI-DrugBank.d572.s10|23-31|ezetimibe|drug
DDI-DrugBank.d572.s10|37-48|cyclosporine|drug
DDI-DrugBank.d572.s11|53-53|A|brand
DDI-DrugBank.d572.s11|99-107|ezetimibe|drug
DDI-DrugBank.d572.s11|271-279|ezetimibe|drug
DDI-DrugBank.d572.s12|0-0|A|brand
DDI-DrugBank.d572.s12|46-54|ezetimibe|drug
DDI-DrugBank.d572.s12|187-195|ezetimibe|drug
DDI-DrugBank.d572.s15|106-110|blood|group
DDI-DrugBank.d572.s17|38-46|ezetimibe|drug
DDI-DrugBank.d572.s17|240-248|ezetimibe|drug
DDI-DrugBank.d572.s18|30-30|C|brand
DDI-DrugBank.d572.s18|85-93|ezetimibe|drug
DDI-DrugBank.d572.s19|0-8|Ezetimibe|drug
DDI-DrugBank.d572.s20|53-61|ezetimibe|drug
DDI-DrugBank.d572.s21|254-262|ezetimibe|drug
DDI-DrugBank.d572.s22|24-32|ezetimibe|drug
DDI-DrugBank.d572.s22|186-194|ezetimibe|drug
DDI-DrugBank.d572.s23|0-8|Ezetimibe|drug
DDI-DrugBank.d572.s24|25-33|ezetimibe|drug
DDI-DrugBank.d572.s24|158-166|ezetimibe|drug
DDI-DrugBank.d572.s27|5-9|ZETIA|brand
DDI-DrugBank.d572.s28|34-38|ZETIA|brand
DDI-DrugBank.d572.s29|50-58|ezetimibe|drug
DDI-DrugBank.d572.s30|24-32|ezetimibe|drug
DDI-DrugBank.d572.s31|11-15|ZETIA|brand
DDI-DrugBank.d572.s32|38-42|ZETIA|brand
DDI-DrugBank.d572.s33|26-30|ZETIA|brand
DDI-DrugBank.d572.s34|15-19|ZETIA|brand
DDI-DrugBank.d572.s35|43-47|ZETIA|brand
DDI-DrugBank.d572.s36|32-36|ZETIA|brand
DDI-MedLine.d147.s0|15-25|dacarbazine|drug
DDI-MedLine.d147.s0|31-36|imexon|drug
DDI-MedLine.d147.s0|70-73|A375|brand
DDI-MedLine.d147.s1|67-77|dacarbazine|drug
DDI-MedLine.d147.s1|80-83|DTIC|brand
DDI-MedLine.d147.s1|107-112|imexon|drug
DDI-MedLine.d147.s1|128-131|A375|brand
DDI-MedLine.d147.s2|14-17|DTIC|brand
DDI-MedLine.d147.s2|23-28|imexon|drug
DDI-MedLine.d147.s2|94-96|MTT|brand
DDI-MedLine.d147.s2|150-153|HPLC|brand
DDI-MedLine.d147.s2|161-163|DNA|group
DDI-MedLine.d147.s5|55-57|DNA|group
DDI-MedLine.d147.s6|39-49|glutathione|drug
DDI-MedLine.d147.s6|55-62|cysteine|group
DDI-MedLine.d147.s6|69-74|imexon|drug
DDI-MedLine.d147.s6|84-87|DTIC|brand
DDI-MedLine.d147.s7|161-164|A375|brand
DDI-MedLine.d147.s8|0-5|Imexon|drug
DDI-MedLine.d147.s8|11-21|dacarbazine|drug
DDI-MedLine.d147.s8|79-82|A375|brand
DDI-DrugBank.d63.s0|0-8|Monoamine|drug
DDI-DrugBank.d63.s0|19-21|MAO|brand
DDI-DrugBank.d63.s0|43-55|isocarboxazid|drug
DDI-DrugBank.d63.s0|64-70|Marplan|brand
DDI-DrugBank.d63.s0|74-83|phenelzine|drug
DDI-DrugBank.d63.s0|92-97|Nardil|brand
DDI-DrugBank.d63.s0|101-112|procarbazine|drug
DDI-DrugBank.d63.s0|121-128|Matulane|brand
DDI-DrugBank.d63.s0|132-141|selegiline|drug
DDI-DrugBank.d63.s0|150-157|Eldepryl|brand
DDI-DrugBank.d63.s0|165-179|tranylcypromine|drug
DDI-DrugBank.d63.s0|188-194|Parnate|brand
DDI-DrugBank.d63.s0|225-236|L-tryptophan|drug
DDI-MedLine.d214.s0|28-38|doxycycline|drug
DDI-MedLine.d214.s0|78-84|C57BL/6|brand
DDI-MedLine.d214.s2|7-16|antibiotic|brand
DDI-MedLine.d214.s2|23-33|doxycycline|drug
DDI-MedLine.d214.s2|85-128|1-methyl-4-phenyl-1,2,3,4-tetrahydropyridine|drug
DDI-MedLine.d214.s2|131-134|MPTP|brand
DDI-MedLine.d214.s3|43-49|C57BL/6|brand
DDI-MedLine.d214.s4|31-34|MPTP|brand
DDI-MedLine.d214.s4|87-92|saline|brand
DDI-MedLine.d214.s5|37-47|doxycycline|drug
DDI-DrugBank.d335.s0|3-10|TRANXENE|brand
DDI-DrugBank.d335.s1|33-43|clorazepate|brand
DDI-DrugBank.d335.s1|90-101|hexobarbital|drug
DDI-DrugBank.d335.s1|118-124|alcohol|brand
DDI-DrugBank.d335.s1|163-176|chlorpromazine|drug
DDI-DrugBank.d335.s1|200-208|monoamine|drug
DDI-DrugBank.d335.s3|57-68|barbiturates|group
DDI-DrugBank.d335.s3|71-79|narcotics|group
DDI-DrugBank.d335.s3|82-95|phenothiazines|group
DDI-DrugBank.d335.s3|98-106|monoamine|drug
DDI-DrugBank.d335.s4|3-10|TRANXENE|brand
DDI-DrugBank.d335.s5|82-89|antacids|group
DDI-DrugBank.d335.s5|94-104|therapeutic|brand
DDI-DrugBank.d335.s5|168-175|TRANXENE|brand
DDI-DrugBank.d375.s0|41-47|EMTRIVA|brand
DDI-DrugBank.d375.s0|86-94|indinavir|drug
DDI-DrugBank.d375.s0|97-105|stavudine|drug
DDI-DrugBank.d375.s0|108-118|famciclovir|drug
DDI-DrugBank.d375.s0|125-133|tenofovir|drug
DDI-DrugBank.d122.s0|73-86|cephalosporins|group
DDI-DrugBank.d122.s0|130-138|diuretics|group
DDI-DrugBank.d122.s0|148-157|furosemide|drug
DDI-DrugBank.d122.s2|51-61|ceftazidime|drug
DDI-DrugBank.d122.s3|0-14|Chloramphenicol|drug
DDI-DrugBank.d122.s3|88-98|ceftazidime|drug
DDI-DrugBank.d122.s5|56-66|ceftazidime|drug
DDI-DrugBank.d122.s5|112-118|glucose|group
DDI-DrugBank.d122.s5|144-152|CLINITEST|brand
DDI-DrugBank.d122.s5|174-181|solution|brand
DDI-DrugBank.d122.s5|196-203|solution|brand
DDI-DrugBank.d122.s6|23-29|glucose|group
DDI-DrugBank.d122.s6|56-62|glucose|group
DDI-DrugBank.d122.s6|91-99|CLINISTIX|brand
DDI-DrugBank.d122.s6|105-112|TES-TAPE|brand
DDI-DrugBank.d301.s0|0-0|D|brand
DDI-DrugBank.d301.s2|12-22|prothrombin|drug
DDI-DrugBank.d301.s4|18-19|II|brand
DDI-DrugBank.d301.s4|22-24|VII|brand
DDI-DrugBank.d301.s4|35-38|VIII|brand
DDI-DrugBank.d301.s4|49-52|VIII|brand
DDI-DrugBank.d301.s4|74-75|IX|brand
DDI-DrugBank.d301.s4|78-78|X|brand
DDI-DrugBank.d301.s4|81-83|XII|brand
DDI-DrugBank.d301.s4|86-90|VII-X|brand
DDI-DrugBank.d301.s4|101-108|II-VII-X|brand
DDI-DrugBank.d301.s5|52-54|III|brand
DDI-DrugBank.d301.s5|80-82|III|brand
DDI-DrugBank.d301.s6|20-29|fibrinogen|group
DDI-DrugBank.d301.s6|35-44|fibrinogen|group
DDI-DrugBank.d301.s7|10-20|plasminogen|drug
DDI-DrugBank.d301.s9|36-38|TBG|brand
DDI-DrugBank.d301.s9|80-86|thyroid|brand
DDI-DrugBank.d301.s9|133-138|iodine|drug
DDI-DrugBank.d301.s9|141-143|PBI|brand
DDI-DrugBank.d301.s9|147-148|T4|brand
DDI-DrugBank.d301.s9|195-196|T3|brand
DDI-DrugBank.d301.s10|0-1|T3|brand
DDI-DrugBank.d301.s10|54-56|TBG|brand
DDI-DrugBank.d301.s11|5-6|T4|brand
DDI-DrugBank.d301.s11|12-13|T3|brand
DDI-DrugBank.d301.s12|12-18|thyroid|brand
DDI-DrugBank.d301.s12|68-74|thyroid|brand
DDI-DrugBank.d301.s14|14-21|proteins|group
DDI-DrugBank.d301.s14|42-46|serum|group
DDI-DrugBank.d301.s14|88-90|CBG|brand
DDI-DrugBank.d301.s14|124-127|SHBG|brand
DDI-DrugBank.d301.s14|170-184|corticosteroids|group
DDI-DrugBank.d301.s14|194-201|steroids|group
DDI-DrugBank.d301.s16|13-20|proteins|group
DDI-DrugBank.d301.s16|73-91|alpha-1-antitrypsin|drug
DDI-DrugBank.d301.s16|94-106|ceruloplasmin|drug
DDI-DrugBank.d301.s18|17-19|HDL|brand
DDI-DrugBank.d301.s18|25-28|HDL2|brand
DDI-DrugBank.d301.s18|30-40|cholesterol|drug
DDI-DrugBank.d301.s18|78-80|LDL|brand
DDI-DrugBank.d301.s18|82-92|cholesterol|drug
DDI-DrugBank.d301.s20|9-15|glucose|group
DDI-DrugBank.d301.s22|20-29|metyrapone|drug
DDI-DrugBank.d493.s0|0-11|Methotrexate|drug
DDI-DrugBank.d493.s0|14-19|HUMIRA|brand
DDI-DrugBank.d493.s0|52-60|arthritis|brand
DDI-DrugBank.d493.s0|90-92|MTX|brand
DDI-DrugBank.d493.s1|63-68|HUMIRA|brand
DDI-DrugBank.d493.s1|73-75|MTX|brand
DDI-DrugBank.d493.s2|0-7|Anakinra|drug
DDI-DrugBank.d493.s2|39-46|anakinra|drug
DDI-DrugBank.d493.s2|52-64|interleukin-1|group
DDI-DrugBank.d493.s3|27-34|anakinra|drug
DDI-DrugBank.d493.s3|61-66|HUMIRA|brand
DDI-DrugBank.d493.s4|30-37|anakinra|drug
DDI-DrugBank.d493.s4|81-86|HUMIRA|brand
DDI-DrugBank.d86.s0|106-119|chlorpromazine|drug
DDI-DrugBank.d86.s0|153-167|trihexyphenidyl|drug
DDI-DrugBank.d86.s0|210-222|amitriptyline|drug
DDI-DrugBank.d86.s1|119-125|thyroid|brand
DDI-DrugBank.d86.s1|149-159|propranolol|drug
DDI-DrugBank.d86.s1|163-174|sparfloxacin|drug
DDI-DrugBank.d86.s1|177-189|grepafloxacin|drug
DDI-DrugBank.d86.s1|192-203|guanethidine|drug
DDI-DrugBank.d86.s1|206-214|guanadrel|drug
DDI-DrugBank.d86.s1|217-227|metrizamide|drug
DDI-DrugBank.d86.s1|230-240|cabergoline|drug
DDI-DrugBank.d86.s1|243-249|lithium|brand
DDI-DrugBank.d86.s1|284-290|codeine|drug
DDI-DrugBank.d86.s1|312-316|sleep|brand
DDI-DrugBank.d86.s1|360-374|diphenhydramine|drug
DDI-DrugBank.d436.s0|33-36|food|group
DDI-DrugBank.d145.s0|72-80|cisplatin|drug
DDI-DrugBank.d327.s0|77-87|prothrombin|drug
DDI-DrugBank.d327.s0|100-109|etidronate|brand
DDI-DrugBank.d327.s0|124-131|warfarin|drug
DDI-DrugBank.d327.s1|63-73|prothrombin|drug
DDI-DrugBank.d327.s2|109-116|warfarin|drug
DDI-DrugBank.d327.s2|136-146|prothrombin|drug
DDI-DrugBank.d117.s0|21-24|iron|drug
DDI-DrugBank.d117.s0|26-36|supplements|group
DDI-DrugBank.d117.s0|78-81|iron|drug
DDI-DrugBank.d118.s0|80-89|thimerosal|drug
DDI-DrugBank.d118.s0|106-116|latanoprost|drug
DDI-DrugBank.d523.s0|68-75|baclofen|drug
DDI-DrugBank.d523.s1|47-54|baclofen|drug
DDI-DrugBank.d523.s1|79-86|morphine|drug
DDI-DrugBank.d523.s2|0-3|SIDE|brand
DDI-DrugBank.d523.s2|5-11|EFFECTS|brand
DDI-DrugBank.d523.s2|14-20|KEMSTRO|brand
DDI-DrugBank.d523.s2|78-85|baclofen|drug
DDI-DrugBank.d523.s3|101-108|baclofen|drug
DDI-DrugBank.d523.s6|76-81|muscle|brand
DDI-DrugBank.d523.s10|115-119|blood|group
DDI-DrugBank.d523.s13|86-90|nasal|brand
DDI-DrugBank.d523.s14|12-14|CNS|brand
DDI-DrugBank.d523.s15|90-97|baclofen|drug
DDI-DrugBank.d523.s15|110-113|SGOT|brand
DDI-DrugBank.d523.s15|164-168|blood|group
DDI-DrugBank.d523.s16|41-49|KEMSTROTM|brand
DDI-DrugBank.d523.s16|81-88|baclofen|drug
DDI-DrugBank.d305.s0|0-7|Dantrium|brand
DDI-DrugBank.d305.s0|151-157|enzymes|group
DDI-DrugBank.d305.s1|17-29|phenobarbital|drug
DDI-DrugBank.d305.s1|35-42|diazepam|drug
DDI-DrugBank.d305.s1|62-69|Dantrium|brand
DDI-DrugBank.d305.s2|58-65|diazepam|drug
DDI-DrugBank.d305.s2|90-103|phenylbutazone|drug
DDI-DrugBank.d305.s3|18-25|proteins|group
DDI-DrugBank.d305.s3|41-48|warfarin|drug
DDI-DrugBank.d305.s3|82-92|tolbutamide|drug
DDI-DrugBank.d305.s4|78-87|dantrolene|drug
DDI-DrugBank.d305.s4|89-94|sodium|group
DDI-DrugBank.d305.s5|19-29|therapeutic|brand
DDI-DrugBank.d305.s5|52-61|dantrolene|drug
DDI-DrugBank.d305.s5|63-68|sodium|group
DDI-DrugBank.d305.s5|74-82|verapamil|drug
DDI-DrugBank.d305.s5|87-95|halothane|drug
DDI-DrugBank.d305.s6|54-63|dantrolene|drug
DDI-DrugBank.d305.s6|65-70|sodium|group
DDI-DrugBank.d305.s6|76-82|calcium|drug
DDI-DrugBank.d305.s6|110-118|verapamil|drug
DDI-DrugBank.d305.s7|18-27|dantrolene|drug
DDI-DrugBank.d230.s0|0-9|LABORATORY|brand
DDI-DrugBank.d230.s0|11-14|TEST|brand
DDI-DrugBank.d230.s0|16-23|FINDINGS|brand
DDI-DrugBank.d230.s0|61-65|serum|group
DDI-DrugBank.d230.s0|67-70|iron|drug
DDI-DrugBank.d230.s2|0-7|Omniscan|brand
DDI-DrugBank.d230.s2|25-29|serum|group
DDI-DrugBank.d230.s2|31-37|calcium|drug
DDI-DrugBank.d230.s2|141-145|serum|group
DDI-DrugBank.d230.s2|147-153|calcium|drug
DDI-DrugBank.d230.s3|88-95|Omniscan|brand
DDI-DrugBank.d28.s0|21-28|COPAXONE|brand
DDI-DrugBank.d28.s1|82-89|COPAXONE|brand
DDI-DrugBank.d28.s1|129-130|MS|brand
DDI-DrugBank.d28.s1|174-188|corticosteroids|group
DDI-DrugBank.d28.s2|0-7|COPAXONE|brand
DDI-DrugBank.d28.s2|62-71|Interferon|drug
DDI-DrugBank.d28.s3|52-61|Interferon|drug
DDI-DrugBank.d28.s3|71-78|COPAXONE|brand
DDI-DrugBank.d605.s0|0-7|SKELAXIN|brand
DDI-DrugBank.d605.s0|36-42|alcohol|brand
DDI-DrugBank.d605.s0|45-56|barbiturates|group
DDI-DrugBank.d605.s0|68-70|CNS|brand
DDI-DrugBank.d423.s0|35-43|monoamine|drug
DDI-DrugBank.d423.s0|79-88|selegiline|drug
DDI-DrugBank.d423.s0|154-163|fluoxetine|drug
DDI-DrugBank.d423.s0|166-176|fluvoxamine|drug
DDI-DrugBank.d423.s0|179-188|paroxetine|drug
DDI-DrugBank.d423.s0|191-200|sertraline|drug
DDI-DrugBank.d423.s0|203-213|venlafaxine|drug
DDI-DrugBank.d423.s1|8-22|dexfenfluramine|drug
DDI-DrugBank.d423.s1|29-37|serotonin|drug
DDI-DrugBank.d423.s1|72-86|dexfenfluramine|drug
DDI-DrugBank.d423.s1|128-130|MAO|brand
DDI-DrugBank.d423.s2|60-62|MAO|brand
DDI-DrugBank.d423.s2|107-121|dexfenfluramine|drug
DDI-DrugBank.d423.s3|58-72|dexfenfluramine|drug
DDI-DrugBank.d423.s3|109-111|MAO|brand
DDI-DrugBank.d423.s4|0-0|A|brand
DDI-DrugBank.d423.s4|55-63|serotonin|drug
DDI-DrugBank.d423.s4|131-139|serotonin|drug
DDI-DrugBank.d423.s4|210-216|Imitrex|brand
DDI-DrugBank.d423.s4|219-229|sumatriptan|drug
DDI-DrugBank.d423.s4|246-262|dihydroergotamine|drug
DDI-DrugBank.d423.s6|0-14|Dexfenfluramine|drug
DDI-DrugBank.d423.s7|68-82|dexfenfluramine|drug
DDI-DrugBank.d423.s8|11-25|dexfenfluramine|drug
DDI-DrugBank.d423.s9|36-50|dexfenfluramine|drug
DDI-DrugBank.d72.s0|0-11|Itraconazole|drug
DDI-DrugBank.d72.s0|23-30|busulfan|drug
DDI-DrugBank.d72.s0|85-85|M|brand
DDI-DrugBank.d72.s1|0-10|Fluconazole|drug
DDI-DrugBank.d72.s1|21-25|5-HT3|brand
DDI-DrugBank.d72.s1|27-37|antiemetics|group
DDI-DrugBank.d72.s1|39-49|ondansetron|drug
DDI-DrugBank.d72.s1|52-57|Zofran|brand
DDI-DrugBank.d72.s1|64-74|granisetron|drug
DDI-DrugBank.d72.s1|77-82|Kytril|brand
DDI-DrugBank.d72.s1|109-116|BUSULFEX|brand
DDI-DrugBank.d72.s2|0-8|Phenytoin|drug
DDI-DrugBank.d72.s2|37-44|busulfan|drug
DDI-DrugBank.d72.s3|30-37|BUSULFEX|brand
DDI-DrugBank.d72.s3|77-85|phenytoin|drug
DDI-DrugBank.d72.s3|105-112|BUSULFEX|brand
DDI-DrugBank.d72.s3|165-167|AUC|brand
DDI-DrugBank.d72.s3|206-214|phenytoin|drug
DDI-DrugBank.d72.s4|8-15|busulfan|drug
DDI-DrugBank.d72.s4|40-43|body|brand
